,dates,open,high,low,close,adjusted close,volume,dividend amount,tickers
49,2019-05-07,256.8,257.21,245.1,247.06,247.06,10131408.0,0.0,TSLA
50,2019-05-06,250.02,258.3499,248.5,255.34,255.34,10833943.0,0.0,TSLA
51,2019-05-03,243.86,256.61,243.49,255.03,255.03,23706771.0,0.0,TSLA
52,2019-05-02,245.52,247.13,237.72,244.1,244.1,18159339.0,0.0,TSLA
53,2019-05-01,238.85,240.0,231.5,234.01,234.01,10704354.0,0.0,TSLA
54,2019-04-30,242.06,244.21,237.0,238.69,238.69,9464628.0,0.0,TSLA
55,2019-04-29,235.86,243.98,232.17,241.47,241.47,16714476.0,0.0,TSLA
56,2019-04-26,246.5,246.68,231.13,235.14,235.14,22360709.0,0.0,TSLA
57,2019-04-25,255.0,259.0,246.07,247.63,247.63,21849393.0,0.0,TSLA
58,2019-04-24,263.85,265.32,258.0,258.66,258.66,10727454.0,0.0,TSLA
59,2019-04-23,260.15,265.6,255.75,263.9,263.9,10943859.0,0.0,TSLA
60,2019-04-22,269.0,269.68,262.48,262.75,262.75,12147141.0,0.0,TSLA
61,2019-04-18,271.23,274.84,269.75,273.26,273.26,5876325.0,0.0,TSLA
62,2019-04-17,274.75,274.79,268.535,271.23,271.23,5126468.0,0.0,TSLA
63,2019-04-16,265.75,275.0,264.72,273.36,273.36,7272930.0,0.0,TSLA
64,2019-04-15,268.63,268.88,258.63,266.38,266.38,10038579.0,0.0,TSLA
65,2019-04-12,270.22,271.95,266.83,267.7,267.7,6745974.0,0.0,TSLA
66,2019-04-11,268.3,270.5,265.6,268.42,268.42,9835927.0,0.0,TSLA
67,2019-04-10,276.74,278.38,272.8925,276.06,276.06,7061314.0,0.0,TSLA
68,2019-04-09,271.65,275.0,269.61,272.31,272.31,5904031.0,0.0,TSLA
69,2019-04-08,277.69,281.16,270.44,273.2,273.2,10410436.0,0.0,TSLA
70,2019-04-05,269.86,276.1,266.11,274.96,274.96,13038257.0,0.0,TSLA
71,2019-04-04,261.89,271.2,260.59,267.78,267.78,23720729.0,0.0,TSLA
72,2019-04-03,287.32,296.17,287.17,291.81,291.81,7929864.0,0.0,TSLA
73,2019-04-02,288.3,289.44,283.88,285.88,285.88,5478940.0,0.0,TSLA
74,2019-04-01,282.62,289.2,281.281,289.18,289.18,8110439.0,0.0,TSLA
75,2019-03-29,278.7,280.16,274.5,279.86,279.86,5991338.0,0.0,TSLA
76,2019-03-28,277.16,280.33,275.1,278.62,278.62,6774093.0,0.0,TSLA
77,2019-03-27,268.75,275.37,268.1838,274.83,274.83,8779166.0,0.0,TSLA
78,2019-03-26,264.44,270.26,264.43,267.77,267.77,7350948.0,0.0,TSLA
79,2019-03-25,259.71,263.18,254.46,260.42,260.42,10215029.0,0.0,TSLA
80,2019-03-22,272.58,272.8,264.0,264.53,264.53,8745609.0,0.0,TSLA
81,2019-03-21,272.6,276.45,268.45,274.02,274.02,5947098.0,0.0,TSLA
82,2019-03-20,269.69,274.97,266.3,273.6,273.6,6908224.0,0.0,TSLA
83,2019-03-19,267.5,273.3,263.46,267.47,267.47,11800630.0,0.0,TSLA
84,2019-03-18,276.0,278.05,267.3,269.49,269.49,10280980.0,0.0,TSLA
85,2019-03-15,283.51,283.7244,274.4,275.43,275.43,14785531.0,0.0,TSLA
86,2019-03-14,292.45,295.39,288.29,289.96,289.96,7103447.0,0.0,TSLA
87,2019-03-13,283.9,291.99,282.7,288.96,288.96,6844719.0,0.0,TSLA
88,2019-03-12,286.49,288.07,281.06,283.36,283.36,7504137.0,0.0,TSLA
89,2019-03-11,283.52,291.28,280.5,290.92,290.92,7392278.0,0.0,TSLA
90,2019-03-08,276.91,285.59,275.89,284.14,284.14,8819625.0,0.0,TSLA
91,2019-03-07,278.84,284.7,274.25,276.59,276.59,9442483.0,0.0,TSLA
92,2019-03-06,276.48,281.5058,274.39,276.24,276.24,10335485.0,0.0,TSLA
93,2019-03-05,282.0,284.0,270.1,276.54,276.54,18764740.0,0.0,TSLA
94,2019-03-04,298.12,299.0,282.78,285.36,285.36,17096818.0,0.0,TSLA
95,2019-03-01,306.94,307.13,291.9,294.79,294.79,22911375.0,0.0,TSLA
96,2019-02-28,318.92,320.0,310.81,319.88,319.88,10520653.0,0.0,TSLA
97,2019-02-27,301.78,316.295,300.55,314.74,314.74,11183908.0,0.0,TSLA
98,2019-02-26,292.22,302.01,288.7701,297.86,297.86,8582535.0,0.0,TSLA
99,2019-02-25,297.91,302.9044,297.0005,298.77,298.77,6626522.0,0.0,TSLA
